title,href,frequencies,email,categories
GLOW RADIO,https://www.radio-uk.co.uk/glow-radio2,"Aldershot: 106.5 FM,Ascot: 106.5 FM,Basingstoke: 106.5 FM,Bracknell: 106.5 FM,Camberley: 106.5 FM,Farnborough: 106.5 FM,Farnham: 106.5 FM,Fleet: 106.5 FM,Guildford: 106.5 FM,Woking: 106.5 FM",hello@glowradio.co.uk,"00s, Dance, 90s"
BMR Birmingham Mountain Radio,https://www.radio-uk.co.uk/bmr-birmingham-mountain-radio,Birmingham: 107.3 FM,contact@bhammountainradio.com,
Magenta Radio,https://www.radio-uk.co.uk/slow-radio-uk,"Bolton: Online,Bury: Online,Manchester: Online,Oldham: Online,Rochdale: Online,Salford: Online,Wigan: Online",magentaradiouk@gmail.com,"Disco, Soul, Smooth Jazz"
Chrtogm Radio,https://www.radio-uk.co.uk/chrtogm-radio,Romford: Online,chrtogm@gmail.com,"Christian Contemporary, International, Religious"
Rokagroove Radio,https://www.radio-uk.co.uk/rokagroove-radio,Leicester: Online,,
TD1 Radio,https://www.radio-uk.co.uk/td1-radio,Galashiels: 106.5 FM,info@td1radio.scot,"Oldies, Pop Music, Community"
Crystal 107.4 FM,https://www.radio-uk.co.uk/crystal-1074-fm,Penicuik: 107.4 FM,studio@crystalfm.co.uk,"Easy Listening, Community, Country"
Fun Kids Sleep Sounds,https://www.radio-uk.co.uk/fun-kids-sleep-sounds,London: Online,,Children’s Music
Good Times Radio,https://www.radio-uk.co.uk/good-times-radio,Kettering: Online,goodtimesradio.org@gmail.com,"90s, Classic Hits, 80s"
Get Radio,https://www.radio-uk.co.uk/get-radio,Oxford: Online,studio@getradio.co.uk,
Radio Roadhouse RBWM,https://www.radio-uk.co.uk/royal-borough-radio,"Maidenhead: Online,Windsor: Online",info@royalboroughradio.co.uk,"Community, Adult Contemporary, Pop Music"
Eastern Alternative Radio,https://www.radio-uk.co.uk/eastern-alternative-radio,Ipswich: Online,earpodcast@gmail.com,"Alternative Rock, Metal, Electronic"
BCfm,https://www.radio-uk.co.uk/bcfm,Bristol: 93.2 FM,studio@bcfmradio.com,"Local, Community"
MPB Radio 2 Ulster,https://www.radio-uk.co.uk/mpb-radio-ulster,"Bangor: Online,Omagh: Online",radio2@mpbnetwerken.nl,Variety
Gorgeous Radio,https://www.radio-uk.co.uk/gorgeous-fm,"Birmingham: DAB+,Wolverhampton: DAB+",onair@gorgeous.radio,"Top 40, Pop Music, Dance"
TrustAM,https://www.radio-uk.co.uk/trustam,Doncaster: Online,studio@trustam.com,"News, Easy Listening, Talk"
Radioactive FM,https://www.radio-uk.co.uk/radioactive-fm,City of London: Online,pureradioactivefm@hotmail.com,"House, Electronic, Dance"
KL ROX,https://www.radio-uk.co.uk/kl-rox,"Downham Market: Online,Hunstanton: Online,Kings Lynn: Online,Wisbech: Online",studio@kl1radio.co.uk,"Classic Rock, Alternative Rock, Modern Rock"
VIP Radio Manchester,https://www.radio-uk.co.uk/vip-radio-manchester,Aberford: Online,rakeshkumarz791free@gmail.com,"90s, World Music, Rock"
Free FM UK Radio 1,https://www.radio-uk.co.uk/free-fm-uk-radio,Wisbech: 88.1 FM,radio@freefm.uk,"Dance, Electronic"
Soulconnexion Radio,https://www.radio-uk.co.uk/soulconnexion-radio,City of London: Online,soulconnexionradio@gmail.com,Soul
Radio Stylus,https://www.radio-uk.co.uk/radio-stylus,Plymouth: Online,,"Pop Music, Rock, Oldies"
Cool Nation Radio,https://www.radio-uk.co.uk/cool-nation-radio,Hull: Online,info@coolnationradio.com,"90s, 80s, 70s"
Radio Emigrantes_Em_Uk,https://www.radio-uk.co.uk/radio-emigrantes-em-uk,Kings Lynn: Online,emigrante_em_uk@hotmail.com,World Music
Radio RO UK 2,https://www.radio-uk.co.uk/radio-ro-uk-2,Northampton: Online,radiorouk@gmail.com,"Ethnic, World Music, International"
UPFront Radio,https://www.radio-uk.co.uk/upfront-radio,Internet/Community,upfrontradio@yahoo.co.uk,"House, 80s, EDM - Electronic Dance Music"
Cinna Radio,https://www.radio-uk.co.uk/cinna-radio2,Internet/Community,,"EDM - Electronic Dance Music, Techno, Trance"
1Mix Radio - EDM,https://www.radio-uk.co.uk/1mix-radio-edm,Douglas: Online,,EDM - Electronic Dance Music
2025 Radio Official,https://www.radio-uk.co.uk/top-40-radio,"Chatham: Online,Chatham: Online",,"Pop Music, Top 40"
Capital Anglesey & Gwynedd,https://www.radio-uk.co.uk/capital-anglesey-gwynedd,"Bangor: 103.0 FM,Holyhead: 103.0 FM",customer.support@global.com,Pop Music
Brother Charles,https://www.radio-uk.co.uk/brotha-charles2,London: Online,info@brothacharles.uk,"Christian, Gospel, Talk"
Pluto Radio,https://www.radio-uk.co.uk/pluto-radio,"Billingham: Online,Guisborough: Online,Hartlepool: Online,Middlesbrough: Online,Redcar: Online,Saltburn-by-the-Sea: Online,Stockton-on-Tees: Online,Thornaby: Online,Yarm: Online",hello@plutoradio.co.uk,"Pop Music, Hot AC, Oldies"
Shire Radio Across Lanarkshire,https://www.radio-uk.co.uk/shire-radio-across-lanarkshire,Internet/Community,studio@shireradio.co.uk,"60s, 70s, 80s"
Beacon Radio,https://www.radio-uk.co.uk/beacon-radio,Internet/Community,beacon@ukradio.net,"60s, 70s, 80s"
Radio RSP,https://www.radio-uk.co.uk/radio-rsp,York: Online,studio@radiorsp.co.uk,Pop Music
EDM Addicts,https://www.radio-uk.co.uk/edm-addicts,Epsom: Online,info@eml-recordings.com,EDM - Electronic Dance Music
White Horse Radio,https://www.radio-uk.co.uk/white-horse-radio,"Calne: Online,Swindon: Online",studio@whitehorseradio.co.uk,"Pop Music, Classic Hits, Easy Listening"
Specimen Pop (SRN3),https://www.radio-uk.co.uk/specimen-pop,"Bolton: Online,Bury: Online,Manchester: Online,Salford: Online",specimenradionetwork@gmail.com,Pop Music
DeeVu FM,https://www.radio-uk.co.uk/hit-mix-uk,Bexhill-on-Sea: Online,,
Adu News,https://www.radio-uk.co.uk/adu-news-radio-ii,"Abbey Dore: Online,Abbey Wood: Online,Abbots Langley: Online",studio@adunewsfm.com,"World Music, Talk, News"
Cleanzing Light Radio,https://www.radio-uk.co.uk/cleanzing-light-radio,London: Online,admin@cleanzinglight.com,"Talk, Gospel"
Radio Waters,https://www.radio-uk.co.uk/radio-waters,Internet/Community,team@radiowaters.co.uk,"House, Chillout, Eclectic"
Community Groove Radio,https://www.radio-uk.co.uk/community-groove-radio,Whitley Bay: Online,contact@cgradio.online,
The Golden Show Radio,https://www.radio-uk.co.uk/the-golden-show,City of London: Online,thegoldenshow8@gmail.com,"K-pop, Disco, Pop Music"
FCUM Radio [FC United of Manchester],https://www.radio-uk.co.uk/fcum-radio-fc-united-of-manchester,Manchester: Online,station@fcumradio.co.uk,
Safehouse Radio,https://www.radio-uk.co.uk/safehouse-radio,Clevedon: Online,info@safehouseradio.co.uk,
Soar Sound,https://www.radio-uk.co.uk/soar-sound,Leicester: Online,info@soarsound.uk,Local
Bengali Radio Live (বাংলা রেডিও),https://www.radio-uk.co.uk/bengali-radio-live-baanlaa-reddio,Sheffield: Online,info@bengaliradiolive.com,
Hamdosana Masihi Radio,https://www.radio-uk.co.uk/hamdosana-masihi-radio,London: Online,hs.netradio@gmail.com,"Christian Contemporary, Gospel, Christian"
XCellent Radio,https://www.radio-uk.co.uk/xcellent-radio,City of London: Online,xcellentradio.net@gmail.com,"80s, 70s, 60s"
Radio Lanarkshire,https://www.radio-uk.co.uk/radio-lanarkshire,Hamilton: Online,admin@lanarkshiregold.co.uk,"60s, 80s, Community"
Radio Scilly,https://www.radio-uk.co.uk/radio-scilly,St Mary's: 107.9 FM,,
Decadance Radio,https://www.radio-uk.co.uk/decadance-radio,Brighton:,,
Lighthouse Radio NI,https://www.radio-uk.co.uk/lighthouse-radio-ni,Ballymoney: Online,studio@lighthouseradioni.com,"80s, 70s, 90s"
Palm N-RG,https://www.radio-uk.co.uk/kiss-digital,"Brixham: Online,Paignton: Online,Torquay: Online",enquires@palmtorbay.com,"90s, EDM - Electronic Dance Music, Dance"
Radio Central 24,https://www.radio-uk.co.uk/radio-central-24,City of London: Birmingham,info@radiocentral24.com,
RMIN Radio Mare Imperiale News,https://www.radio-uk.co.uk/rmin-radio-mare-imperiale-news,Internet/Community,info@rmin.co.uk,
Press Play UK,https://www.radio-uk.co.uk/press-play-uk,"Cardiff: Online,London: Online",studio@pressplayradio.co.uk,"Pop Music, Top 40, Dance"
Block Music Radio,https://www.radio-uk.co.uk/block-music-radio2,London: Online,info@psychedelicsoulsound.co.uk,"Reggae, R&B, Soul"
Baba Radio,https://www.radio-uk.co.uk/baba-radio2,London: Online,,"Reggae, Jazz, Soul"
87 Media,https://www.radio-uk.co.uk/87-media,Northampton: Online,d21fta@protonmail.com,"Dance, House, Community"
Hot N Gold,https://www.radio-uk.co.uk/hot-n-gold,London: Online,studio@hotngold.co.uk,Country
Pasion HD Radio,https://www.radio-uk.co.uk/pasion-hd-radio,City of London: Online,pasionhdradio@gmail.com,"Merengue, Latino, Reggaeton"
More Muzic Radio,https://www.radio-uk.co.uk/more-muzic-radio,Peterborough: Online,moremuzicradio@mail.com,"60s, 70s, 80s"
Krush FM,https://www.radio-uk.co.uk/krush-fm,Internet/Community,,"House, Reggae, Hip Hop"
Noods Radio,https://www.radio-uk.co.uk/noods-radio,Bristol: Online,info@noodsradio.com,
KL POP,https://www.radio-uk.co.uk/kl-pop,"Kings Lynn: Online,Norwich: Online",studio@kl1radio.co.uk,Pop Music
Radioalfa20 Latin Hits,https://www.radio-uk.co.uk/radioalfa20-latin-hits,Internet/Community,radioalfa3@gmail.com,Latino
Arena Radio,https://www.radio-uk.co.uk/arena-radio,London: DAB+,,
Pure Wakefield,https://www.radio-uk.co.uk/yorkshire-pulse,Wakefield: Online,purewakefieldstudio@outlook.com,"Dance, Pop Music"
Tranceformerz,https://www.radio-uk.co.uk/tranceformerz,City of London: Online,info@tranceformerz.org,"Traffic, Soundtracks, Trance"
Goodwin Sands Radio,https://www.radio-uk.co.uk/goodwin-sands-radio,Internet/Community,,"70s, 60s, 80s"
Solo Piano,https://www.radio-uk.co.uk/solo-piano,Durham: Online,info@hearme.fm,"Children’s Music, Business, Classical"
Capital Warwick,https://www.radio-uk.co.uk/capital-warwick,Warwick: 95.0 FM,customer.support@global.com,Pop Music
Rg2 Radio,https://www.radio-uk.co.uk/rg2-radio,Internet/Community,rg2radio@hotmail.com,"Educational, R&B, Caribbean"
Radio Rewind,https://www.radio-uk.co.uk/radio-rewind,Kettering: Online,studio@radiorewind.uk,"90s, 80s, Pop Music"
Salt Towns' Radio,https://www.radio-uk.co.uk/salt-towns-radio,Internet/Community,,"Local, Regional"
SLE Radio One,https://www.radio-uk.co.uk/sle-radio,Newport: Online,dj_sle@outlook.com,"Alternative Rock, Eclectic, Electronic"
Star Extra,https://www.radio-uk.co.uk/star-extra,City of London: Online,,"Talk, News, Sports"
frontroom radio,https://www.radio-uk.co.uk/frontroom-radio,Internet/Community,,"Gospel, Jazz, Reggae"
Radio Midlands,https://www.radio-uk.co.uk/radio-midlands,Heanor: Online,,"Pop Music, Top 40, Hot AC"
Fresh,https://www.radio-uk.co.uk/fresh,Birmingham: DAB,studio@freshonair.co.uk,"Hot AC, Top 40, Pop Music"
SVETUR,https://www.radio-uk.co.uk/svetur,Portadown: Online,info@svetur.co.uk,
The Bristol Sound,https://www.radio-uk.co.uk/the-bristol-sound,Bristol: Online,,
On Top Latino FM,https://www.radio-uk.co.uk/on-top-latino-fm,London: Online,info@ontoplatinofm.net,Latino
Bowe Community Radio,https://www.radio-uk.co.uk/bowe-radio,City of London: Online,boweradio@gmail.com,"Country, Classic Hits, EDM - Electronic Dance Music"
4 The Music,https://www.radio-uk.co.uk/4-the-music,Internet/Community,info@4themusic.club,"Techno, House, Dance"
K2K Radio,https://www.radio-uk.co.uk/k2k-radio,London: Online,,
105.9 Academy FM,https://www.radio-uk.co.uk/1059-academy-fm,Folkestone: 105.9 FM,,Community
Star Radio Local (East Anglia),https://www.radio-uk.co.uk/star-radio-local-east-anglia,Cromer: Online,,"Community, Adult Contemporary, Classic Hits"
First FM,https://www.radio-uk.co.uk/first-fm,Oxford: 105.1 FM,info@first105.com,Community
Fly Fresh N Phat Radio,https://www.radio-uk.co.uk/fly-fresh-n-phat-radio,Internet/Community,,"Reggae, Top 40, House"
Cliff Central,https://www.radio-uk.co.uk/cliff-central,Preston: 106.5 FM,,
Trace Radio UK,https://www.radio-uk.co.uk/trace-radio-uk,Internet/Community,,Variety
Affinity Radio Newcastle,https://www.radio-uk.co.uk/affinity-radio-newcastle,Newcastle upon Tyne: DAB+,studio@affinityradio.uk,"K-pop, J-pop, Pop Music"
Vivaldi,https://www.radio-uk.co.uk/vivaldi,Internet/Community,,"Chillout, Classic Rock, Classical"
Cinque Ports Radio,https://www.radio-uk.co.uk/cinque-ports-radio,Rye: Online,info@cprfm.com,"Adult Contemporary, Community"
EDM Addicts,https://www.radio-uk.co.uk/edm-addicts2,Internet/Community,info@eml-recordings.com,"Electronic, EDM - Electronic Dance Music"
BFBS Best of British,https://www.radio-uk.co.uk/bfbs-best-of-british,Internet/Community,,
Stoke Music Radio,https://www.radio-uk.co.uk/stoke-music-radio,Cambridge: Online,stokemusic@hotmail.com,Classical
The Pulse Hospital Radio,https://www.radio-uk.co.uk/the-pulse-hospital-radio,Hertford: Online,,
Radio Live Stage One,https://www.radio-uk.co.uk/radio-live-stage-one,Kensington: Online,radiolivestage@protonmail.com,"80s, News, Variety"
Powerhouse Radio,https://www.radio-uk.co.uk/powerhouse-radio,Doncaster: Online,info@powerhousechurch.co.uk,"Christian Contemporary, Christian"
CD FM,https://www.radio-uk.co.uk/cover-by-damian-fm,London: Online,hello@cdfm.co.uk,"Top 40, Country, Pop Music"
Star Kidz Uk,https://www.radio-uk.co.uk/star-kidz-uk,Internet/Community,,"Pop Music, Children’s Music, K-pop"
Rotation UK Radio,https://www.radio-uk.co.uk/rotation-uk-radio,Internet/Community,rotationukradio@hotmail.com,"Variety, Reggae, Soul"
Chiltern Radio,https://www.radio-uk.co.uk/chiltern-radio2,Internet/Community,chiltern@ukradio.net,"60s, 80s, 70s"
VIP Radio Birmingham,https://www.radio-uk.co.uk/vip-radio-birmingham,Abbots Langley: Online,rakeshkumarz791free@gmail.com,"90s, Gospel, Classic Rock"
Flame CCR (Christian & Community Radio),https://www.radio-uk.co.uk/flame-ccr-christian-community-radio,Birkenhead: 1521 AM,flameccr@gmail.com,"Christian Contemporary, Christian"
Deeplomatikk Radio,https://www.radio-uk.co.uk/deeplomatikk-radio,Northampton: Online,deeplomatikkradio@gmail.com,"Variety, House"
Moshville Radio,https://www.radio-uk.co.uk/moshville-radio2,Internet/Community,Radio@Moshville.co.uk,
Splashradio.co.uk,https://www.radio-uk.co.uk/splashradiocouk,Northampton: Online,contact@splashradio.co.uk,"Hip Hop, Dance, R&B"
LiveMCSETV Radio,https://www.radio-uk.co.uk/livemcsetv-radio,Blackwood: Online,,
CRASH Radio,https://www.radio-uk.co.uk/crash-radio,Southend-on-Sea: Online,Info@crashradio.org.uk,Electronic
Robin Hood Radio,https://www.radio-uk.co.uk/robin-hood-radio,Nottingham: Online,,
Star Radio North East,https://www.radio-uk.co.uk/star-radio-north-east2,Middlesbrough: Online,,"Local, 90s, Adult Contemporary"
Radio Sidewinder,https://www.radio-uk.co.uk/radio-sidewinder,City of London: Online,,"Electronic, Techno, Easy Listening"
Radio Toon,https://www.radio-uk.co.uk/radio-pop,Newcastle upon Tyne: Online,studio@rpop.co.uk,"Top 40, J-pop"
ITBC Radio,https://www.radio-uk.co.uk/itbc-radio,Northolt: Online,radio.itbc@gmail.com,Tamil
SMC,https://www.radio-uk.co.uk/smc,Maldon: Online,info@smc.today,"EDM - Electronic Dance Music, Disco, House"
Mighty God Radio,https://www.radio-uk.co.uk/mighty-god-radio,City of London: Online,,
Awesome Radio Global,https://www.radio-uk.co.uk/awesome-radio-global,Internet/Community,awsomeradioglobal@gmail.com,"90s, Classic Hits, Dance"
VIP Radio Cambridge,https://www.radio-uk.co.uk/vip-radio-cambridge,Acton: Online,rakeshkumarz791free@gmail.com,"Christmas, Classic Hits, Classic Rock"
RadioSounds,https://www.radio-uk.co.uk/radiosounds,York:,radiosounds@mail.com,
OneDanceRadio,https://www.radio-uk.co.uk/one-dance-radio,City of London: Online,contact@onedanceradio.net,"Reggae, Hip Hop, R&B"
HouseTech Radio,https://www.radio-uk.co.uk/housetech-radio,Internet/Community,,"House, EDM - Electronic Dance Music, Techno"
Fun Kids Classical,https://www.radio-uk.co.uk/fun-kids-classical,London: Online,,Classical
The Power Station,https://www.radio-uk.co.uk/the-power-station,Devizes: Online,radio@thisispower.co.uk,
Salaam Radio,https://www.radio-uk.co.uk/salaam-radio,City of London: 106.2 FM,info@salaamradio.co.uk,
Specimen One (SRN1),https://www.radio-uk.co.uk/specimen-one,"Bolton: Online,Bury: Online,Manchester: Online,Salford: Online",specimenradionetwork@gmail.com,Christmas
Liberty Radio London,https://www.radio-uk.co.uk/liberty-radio-london,City of London: Online,,
Rumba Estereo Latina UK,https://www.radio-uk.co.uk/rumba-estereo-latina-uk,Internet/Community,,Latino
GlitterBeam,https://www.radio-uk.co.uk/glitterbox,London: Online,music@glitterbeam.co.uk,"Dance, Top 40, Pop Music"
VIP Radio Bristol,https://www.radio-uk.co.uk/vip-radio-bristol,Acklington: Online,rakeshkumarz791free@gmail.com,"Classic Country, 90s, Gospel"
foyers bay radio,https://www.radio-uk.co.uk/foyers-bay-radio,Internet/Community,,"Classic Rock, Blues"
State Of The Art Radio,https://www.radio-uk.co.uk/state-of-the-art-radio,Bournemouth: Online,,
GraffPUNKS,https://www.radio-uk.co.uk/graffpunks,London: Online,graffpunksnetwork@gmx.co.uk,
Radio TugaNet,https://www.radio-uk.co.uk/pt/radio-tuganet,"Lisbon: Online,London: 87.5 FM",tuga-net@hotmail.com,"Brazilian Music, Classic Hits, Alternative Rock"
Smart Radio 101,https://www.radio-uk.co.uk/smart-radio-101,Great Yarmouth: Online,neiljonesradio@outlook.com,"Easy Listening, Variety, Adult Contemporary"
Deal Radio,https://www.radio-uk.co.uk/deal-radio,Deal: Online,studio@dealradio.co.uk,"Eclectic, Adult Contemporary, Variety"
DeeJayAsh Radio,https://www.radio-uk.co.uk/dj-ash-entertainments,Internet/Community,djashentertainments90@gmail.com,
Puritans Radio,https://www.radio-uk.co.uk/puritans-radio,Banbury: Online,studio@puritansradio.com,Community
Wey Valley Radio,https://www.radio-uk.co.uk/wey-valley-radio,Alton: 101.1 FM,studio@weyvalleyradio.uk,
Lyme Bay Radio,https://www.radio-uk.co.uk/lyme-bay-radio,City of London: Online,studio@lymebayradio.com,"Variety, Community, Easy Listening"
Dream 100,https://www.radio-uk.co.uk/dream-100,Internet/Community,,Adult Contemporary
NC Radio Nostalgia Central,https://www.radio-uk.co.uk/nc-radio-nostalgia-central,Internet/Community,,
WRFB Radio Free Britannia,https://www.radio-uk.co.uk/wrfb-radio-free-britannia,City of London: Online,,
Beat Geeks Radio,https://www.radio-uk.co.uk/beat-geeks-radio,London: Online,beatgeeksradio@gmail.com,"House, Soul, 80s"
Swansea Hits Radio,https://www.radio-uk.co.uk/swansea-hits-radio,Swansea: Online,requests@swanseahitsradio.co.uk,"80s, 60s, 70s"
Channel 103FM,https://www.radio-uk.co.uk/channel-103fm,Saint Helier: 103.7 FM,studio@channel103.com,Pop Music
First Class Radio,https://www.radio-uk.co.uk/first-class-radio,Internet/Community,,
Bucks Scout Radio,https://www.radio-uk.co.uk/bucks-scout-radio,Internet/Community,info@bucksscoutradio.co.uk,"Comedy, Variety, Eclectic"
Marvellous Radio,https://www.radio-uk.co.uk/marvellous-radio,Internet/Community,,"80s, 90s, 70s"
MixWorld Radio,https://www.radio-uk.co.uk/mixworld-radio,Internet/Community,djcolinr@gmail.com,"Disco, Soul, 80s"
Hastings Radio,https://www.radio-uk.co.uk/hastings-radio,Hastings: 87.7 FM,studio@hastingsradio.uk,Pop Music
Aye Tunes Radio,https://www.radio-uk.co.uk/aye-tunes-radio,Glasgow: Online,samjamsounds@gmail.com,"70s, 60s, 00s"
WABC Radio,https://www.radio-uk.co.uk/wabc-radio2,Internet/Community,wabc@ukradio.net,"80s, 70s, 60s"
Secklow 105.5 FM,https://www.radio-uk.co.uk/secklow-1055-fm,Milton Keynes: 105.5 FM,,
Invicta Sound,https://www.radio-uk.co.uk/invicta-sound,Internet/Community,invicta@ukradio.net,"80s, 60s, 70s"
World Vibes Radio Online,https://www.radio-uk.co.uk/world-vibes-radio-online,London: Online,,Variety
Crucial Radio,https://www.radio-uk.co.uk/gamertunes,Edinburgh: Online,studio@crucial.fm,"Classic Hits, International, 90s"
Pulse Community Radio,https://www.radio-uk.co.uk/pulse-community-radio,Barrhead: 98.4 FM,,Community
